Script started on Sun 19 Apr 2009 12:59:41 PM MDT
]0;bdale@rover: ~/src/keithp/altosbdale@rover:~/src/keithp/altos$ cu -l /dev/ttyACM0 
Connected.

> l
F 5657 0000 0003
A 1919 3db8 4cdc
A 191a 3dd4 4cdc
A 191b 3dc0 4cdc
A 191c 3dc4 4ce0
A 191d 3dc0 4ce4
A 191e 3dbc 4cd8
A 191f 3db4 4cd4
A 1920 3dc0 4cdc
A 1921 3dc0 4ce4
A 1922 3db0 4ce4
A 1923 3dbc 4ce0
A 1924 3dc0 4cdc
A 1925 3dbc 4ce0
A 1926 3db8 4cdc
A 1927 3da8 4ce4
A 1928 3dc4 4ce0
A 1929 3dc4 4ce0
A 192a 3ddc 4cd8
A 192b 3dd0 4ce4
A 192c 3db4 4ce4
A 192d 3dbc 4ce0
A 192e 3dc8 4ce0
A 192f 3dd0 4ce4
A 1930 3dc0 4ce4
A 1931 3dcc 4ce0
A 1932 3dc0 4ce0
A 1933 3dc4 4cdc
A 1934 3dc4 4cd4
A 1935 3dc4 4cdc
A 1936 3dd0 4ce0
A 1937 3dc4 4ce4
A 1938 3dbc 4ce0
A 1939 3dc0 4ce0
A 193a 3dcc 4cdc
A 193b 3dcc 4ce0
A 193c 3dcc 4ce4
A 193d 3db8 4ce0
A 193e 3db8 4cd8
A 193f 3dc4 4cdc
A 1940 3dc0 4ce4
A 1941 3dc0 4ce0
A 1942 3dd0 4cdc
A 1943 3dc4 4cdc
A 1944 3dc8 4ce4
A 1945 3dc0 4ce0
A 1946 3de4 4ce0
A 1947 3dd4 4cdc
A 1948 3dc4 4ce0
A 1949 3dbc 4cdc
A 194a 3dd8 4cdc
A 194b 3ddc 4ce4
A 194c 3dc0 4cdc
A 194d 3dbc 4cdc
A 194e 3db8 4ce0
A 194f 3db8 4ce4
A 1950 3dbc 4cdc
A 1951 3dcc 4cdc
A 1952 3dc4 4cdc
A 1953 3db8 4cd4
A 1954 3dd0 4cd8
A 1955 3dbc 4ce0
A 1956 3dd0 4ce8
A 1957 3dd0 4ce0
A 1958 3dc4 4ce0
A 1959 3db4 4cdc
A 195a 3dd4 4cdc
A 195b 3dd0 4ce4
A 195c 3dc4 4ce0
A 195d 3dcc 4cd8
A 195e 3dc8 4cd8
A 195f 3db8 4ce4
A 1960 3dc0 4ce0
A 1961 3dc0 4cdc
A 1962 3dc0 4ce0
A 1963 3dc0 4cdc
A 1964 3db0 4ce4
A 1965 3dd4 4ce0
A 1966 3dc0 4ce0
A 1967 3de4 4ce0
A 1968 3dcc 4ce0
A 1969 3dd4 4ce0
A 196a 3dd0 4ce0
A 196b 3dd8 4cdc
A 196c 3dbc 4cdc
A 196d 3dc4 4ce0
A 196e 3dbc 4ce4
A 196f 3dd4 4ce0
A 1970 3dcc 4cdc
A 1971 3ddc 4cdc
A 1972 3dc4 4cd4
A 1973 3dc8 4cd8
A 1974 3dc8 4ce8
A 1975 3dd0 4ce0
A 1976 3db8 4ce0
A 1977 3dc4 4ce0
A 1978 3dbc 4cdc
A 1979 3dc8 4ce4
A 197a 3dbc 4ce0
A 197b 3db8 4ce0
A 197c 3db8 4cd8
A 197d 3dd8 4cd8
A 197e 3dcc 4ce4
A 197f 3dd0 4cdc
A 1980 3dd4 4cdc
A 1981 3dc4 4cd8
T 1981 1d30 6120
D 1981 0864 000c
A 1982 3dc4 4ce4
A 1983 3dc0 4ce0
A 1984 3dc4 4ce4
A 1985 3dd0 4ce0
A 1986 3dbc 4cd8
A 1987 3dcc 4cd8
A 1988 3dbc 4ce0
A 1989 3dd0 4ce0
A 198a 3dc8 4cdc
A 198b 3dcc 4cd8
A 198c 3db8 4ce4
A 198d 3db4 4ce0
A 198e 3dc8 4ce0
A 198f 3dcc 4cdc
A 1990 3dc0 4cdc
A 1991 3dd0 4cd4
A 1992 3dc8 4cd8
A 1993 3dc0 4ce4
A 1994 3dc8 4cdc
A 1995 3dd0 4ce4
A 1996 3dbc 4ce0
A 1997 3dbc 4cdc
A 1998 3dd4 4ce4
A 1999 3ddc 4ce4
A 199a 3dc0 4ce0
A 199b 3dd4 4cdc
A 199c 3dcc 4cd8
A 199d 3db8 4ce4
A 199e 3dc4 4ce0
A 199f 3dc8 4ce0
A 19a0 3dc0 4ce0
A 19a1 3dc0 4ce0
A 19a2 3dd4 4ce4
A 19a3 3dd4 4ce4
A 19a4 3dd0 4cdc
A 19a5 3dc4 4cd8
A 19a6 3dc4 4cdc
A 19a7 3dd0 4ce0
A 19a8 3dc0 4ce0
A 19a9 3dd0 4cdc
A 19aa 3dc0 4ce0
A 19ab 3db4 4ce4
A 19ac 3dd0 4ce4
A 19ad 3dc8 4ce0
A 19ae 3dc4 4ce4
A 19af 3dc8 4cdc
A 19b0 3dd8 4cd8
A 19b1 3dd8 4cd8
A 19b2 3db4 4ce4
A 19b3 3dc8 4ce0
A 19b4 3db8 4ce4
A 19b5 3dc0 4ce0
A 19b6 3dbc 4cdc
A 19b7 3de0 4ce0
A 19b8 3de8 4ce4
A 19b9 3db8 4cdc
A 19ba 3dc8 4cd8
A 19bb 3dd8 4cdc
A 19bc 3dd0 4ce4
A 19bd 3dd0 4ce0
A 19be 3dc0 4ce0
A 19bf 3dd0 4cdc
A 19c0 3db8 4ce4
A 19c1 3dc0 4ce0
A 19c2 3dd0 4ce4
A 19c3 3dcc 4cdc
A 19c4 3dbc 4ce0
A 19c5 3dcc 4ce0
A 19c6 3dd0 4cdc
A 19c7 3dc8 4ce0
A 19c8 3dc4 4ce0
A 19c9 3dc0 4ce0
A 19ca 3dc0 4ce0
A 19cb 3dc4 4ce0
A 19cc 3ddc 4cdc
A 19cd 3dc8 4ce0
A 19ce 3dbc 4cdc
A 19cf 3dcc 4cd4
A 19d0 3dc8 4cdc
A 19d1 3dcc 4ce0
A 19d2 3dc4 4ce4
A 19d3 3dc0 4ce4
A 19d4 3dc0 4ce0
A 19d5 3dbc 4cdc
A 19d6 3dc8 4ce4
A 19d7 3dc4 4ce0
A 19d8 3dcc 4cdc
A 19d9 3dc8 4cd8
A 19da 3dd4 4cdc
A 19db 3dbc 4ce4
A 19dc 3dcc 4ce0
A 19dd 3dbc 4ce0
A 19de 3db0 4cdc
A 19df 3db4 4ce4
A 19e0 3dc8 4ce0
A 19e1 3dd4 4ce0
A 19e2 3db8 4ce0
A 19e3 3dc4 4cd8
A 19e4 3dc8 4cdc
A 19e5 3db4 4cdc
A 19e6 3dc8 4cdc
A 19e7 3de4 4cdc
A 19e8 3dd0 4ce0
A 19e9 3dd0 4ce4
A 19ea 3dc4 4ce0
A 19eb 3dc8 4ce4
A 19ec 3dc8 4ce0
A 19ed 3db8 4cdc
A 19ee 3dcc 4cd8
A 19ef 3dd4 4cd8
A 19f0 3dcc 4ce0
A 19f1 3db8 4ce4
A 19f2 3dd4 4ce4
A 19f3 3dcc 4cdc
A 19f4 3dd8 4cdc
A 19f5 3dc0 4cdc
A 19f6 3dd0 4ce4
A 19f7 3dcc 4ce0
A 19f8 3dd8 4cd8
A 19f9 3dd8 4cdc
A 19fa 3dd0 4ce4
A 19fb 3dc8 4cdc
A 19fc 3dc8 4ce0
A 19fd 3dbc 4ce0
A 19fe 3db8 4ce0
A 19ff 3dc0 4ce0
A 1a00 3dc0 4ce0
A 1a01 3dc0 4cdc
T 1a01 1d2c 6114
D 1a01 0864 0010
A 1a02 3dd0 4cdc
A 1a03 3dc0 4cdc
A 1a04 3dc0 4ce0
A 1a05 3db4 4ce0
A 1a06 3dcc 4cdc
A 1a07 3dc4 4ce0
A 1a08 3dc4 4ce0
A 1a09 3dd8 4ce0
A 1a0a 3dd4 4ce0
A 1a0b 3dcc 4cdc
A 1a0c 3dd4 4cdc
A 1a0d 3dcc 4cdc
A 1a0e 3dcc 4cd8
A 1a0f 3dc4 4ce4
A 1a10 3dcc 4cdc
A 1a11 3dc4 4cdc
A 1a12 3dc8 4cdc
A 1a13 3dcc 4ce0
A 1a14 3dc8 4ce0
A 1a15 3dd8 4ce4
A 1a16 3dc8 4ce0
A 1a17 3dc4 4cdc
A 1a18 3dd0 4cd8
A 1a19 3dd8 4ce4
A 1a1a 3dc4 4ce4
A 1a1b 3dd0 4cdc
A 1a1c 3db0 4cdc
A 1a1d 3dc4 4ce0
A 1a1e 3dcc 4ce0
A 1a1f 3dc4 4ce0
A 1a20 3db8 4cdc
A 1a21 3dbc 4cdc
A 1a22 3dbc 4cdc
A 1a23 3dc0 4cdc
A 1a24 3dbc 4ce4
A 1a25 3dbc 4cdc
A 1a26 3dc0 4ce0
A 1a27 3db8 4ce0
A 1a28 3db8 4ce4
A 1a29 3dc8 4ce0
A 1a2a 3db8 4ce0
A 1a2b 3dbc 4cdc
A 1a2c 3db4 4cd8
A 1a2d 3dcc 4cdc
A 1a2e 3dc0 4ce4
A 1a2f 3dd0 4ce4
A 1a30 3dd0 4ce0
A 1a31 3dd4 4cdc
A 1a32 3dc0 4cdc
A 1a33 3dc0 4ce4
A 1a34 3db4 4ce8
A 1a35 3dc0 4ce0
A 1a36 3dc0 4cdc
A 1a37 3dcc 4cdc
A 1a38 3dd0 4ce4
A 1a39 3dd4 4ce0
A 1a3a 3dc8 4cdc
A 1a3b 3dc8 4cdc
A 1a3c 3db8 4ce0
A 1a3d 3dc8 4ce4
A 1a3e 3dd0 4ce4
A 1a3f 3dc8 4ce4
A 1a40 3dc8 4cdc
A 1a41 3dd4 4cd8
A 1a42 3dc0 4ce0
A 1a43 3dcc 4cdc
A 1a44 3dc0 4cdc
A 1a45 3dc8 4ce4
A 1a46 3dd4 4ce0
A 1a47 3dd4 4ce0
A 1a48 3db0 4cdc
A 1a49 3dbc 4ce4
A 1a4a 3dc8 4cdc
A 1a4b 3dc0 4cd4
A 1a4c 3dd0 4cd8
A 1a4d 3db0 4ce0
A 1a4e 3dbc 4ce0
A 1a4f 3db0 4ce0
A 1a50 3dc4 4ce0
A 1a51 3dcc 4cdc
A 1a52 3dd8 4cd8
A 1a53 3db0 4ce4
A 1a54 3da8 4cdc
A 1a55 3db8 4cd8
A 1a56 3dd0 4cdc
A 1a57 3db0 4ce4
A 1a58 3dc4 4ce0
A 1a59 3dbc 4ce0
A 1a5a 3dbc 4cdc
A 1a5b 3dc4 4ce0
A 1a5c 3dd4 4ce4
A 1a5d 3ddc 4ce0
A 1a5e 3dc8 4cdc
A 1a5f 3dc8 4cdc
A 1a60 3dc0 4cd8
A 1a61 3dc0 4ce0
A 1a62 3dc4 4ce0
A 1a63 3dcc 4cdc
A 1a64 3dc0 4ce0
A 1a65 3dc8 4ce4
A 1a66 3db4 4ce4
A 1a67 3dc8 4ce0
A 1a68 3db8 4ce4
A 1a69 3dbc 4cdc
A 1a6a 3dc4 4cd8
A 1a6b 3dcc 4cdc
A 1a6c 3dd0 4ce4
A 1a6d 3dd8 4ce4
A 1a6e 3dd4 4ce0
A 1a6f 3dd4 4ce0
A 1a70 3dcc 4ce0
A 1a71 3ddc 4ce4
A 1a72 3dc8 4ce8
A 1a73 3dcc 4cdc
A 1a74 3dc0 4cd8
A 1a75 3dd0 4cd8
A 1a76 3dbc 4ce0
A 1a77 3dc8 4cdc
A 1a78 3dd0 4ce0
A 1a79 3dc4 4ce0
A 1a7a 3dd0 4ce0
A 1a7b 3dcc 4ce0
A 1a7c 3dd4 4ce4
A 1a7d 3dcc 4cdc
A 1a7e 3dc0 4cdc
A 1a7f 3ddc 4cdc
A 1a80 3de0 4ce4
A 1a81 3de4 4cdc
T 1a81 1d28 6120
D 1a81 0868 000c
A 1a82 3de0 4ce0
A 1a83 3dcc 4cdc
A 1a84 3dd0 4ce0
A 1a85 3dc0 4ce4
A 1a86 3dd4 4ce0
A 1a87 3dcc 4ce0
A 1a88 3dd0 4cdc
A 1a89 3db8 4cd4
A 1a8a 3db8 4cd8
A 1a8b 3dc0 4ce0
A 1a8c 3dc8 4ce0
A 1a8d 3dc8 4ce0
A 1a8e 3db8 4ce0
A 1a8f 3db8 4ce0
A 1a90 3dcc 4cdc
A 1a91 3dcc 4ce4
A 1a92 3dbc 4cdc
A 1a93 3dbc 4cd8
A 1a94 3dd8 4cd8
A 1a95 3dc0 4ce0
A 1a96 3dc4 4ce0
A 1a97 3dc0 4ce0
A 1a98 3dc8 4cdc
A 1a99 3dd0 4ce0
A 1a9a 3dcc 4ce8
A 1a9b 3dc0 4ce0
A 1a9c 3dc8 4ce0
A 1a9d 3ddc 4cdc
A 1a9e 3dc4 4cd8
A 1a9f 3dd8 4ce4
A 1aa0 3dc8 4ce4
A 1aa1 3dd0 4ce0
A 1aa2 3dc4 4ce0
A 1aa3 3ddc 4ce4
A 1aa4 3dbc 4ce4
A 1aa5 3dbc 4cdc
A 1aa6 3dc0 4ce4
A 1aa7 3dc0 4cdc
A 1aa8 3dcc 4cd8
A 1aa9 3dc8 4cdc
A 1aaa 3dd8 4ce0
A 1aab 3de8 4ce0
A 1aac 3ddc 4ce0
A 1aad 3dcc 4ce0
A 1aae 3db8 4cd8
A 1aaf 3db8 4ce0
A 1ab0 3dc4 4ce4
A 1ab1 3dd4 4ce0
A 1ab2 3dcc 4cd8
A 1ab3 3dcc 4cd8
A 1ab4 3dd8 4ce4
A 1ab5 3dd4 4ce0
A 1ab6 3dc0 4cdc
A 1ab7 3dc4 4ce0
A 1ab8 3dd0 4ce4
A 1ab9 3dbc 4cdc
A 1aba 3dc4 4ce0
A 1abb 3dc8 4cdc
A 1abc 3dd0 4cd8
A 1abd 3dc8 4cd8
A 1abe 3dbc 4ce0
A 1abf 3dc8 4ce0
A 1ac0 3dd0 4cdc
A 1ac1 3dc8 4ce0
A 1ac2 3db8 4cdc
A 1ac3 3dd4 4ce4
A 1ac4 3dd4 4ce0
A 1ac5 3dc4 4cdc
A 1ac6 3dc8 4cdc
A 1ac7 3dcc 4cd8
A 1ac8 3dd8 4cd8
A 1ac9 3de0 4ce8
A 1aca 3dc4 4cdc
A 1acb 3de4 4ce0
A 1acc 3dc8 4ce0
A 1acd 3dd0 4cdc
A 1ace 3dd8 4ce4
A 1acf 3dd0 4ce4
A 1ad0 3dd0 4cdc
A 1ad1 3dcc 4cd4
A 1ad2 3dc4 4cdc
A 1ad3 3dc4 4ce4
A 1ad4 3dc4 4ce0
A 1ad5 3dc8 4ce0
A 1ad6 3dc8 4cdc
A 1ad7 3db8 4ce0
A 1ad8 3dc4 4ce0
A 1ad9 3dc4 4ce4
A 1ada 3dc0 4ce4
A 1adb 3dd0 4cdc
A 1adc 3de4 4cdc
A 1add 3dc8 4ce0
A 1ade 3dd8 4ce0
A 1adf 3dcc 4cdc
A 1ae0 3dc8 4cdc
A 1ae1 3dbc 4ce4
A 1ae2 3dd0 4ce0
A 1ae3 3dd0 4ce0
A 1ae4 3dc0 4ce4
A 1ae5 3dd0 4cdc
A 1ae6 3dd0 4cd8
A 1ae7 3dcc 4cdc
A 1ae8 3dcc 4ce4
A 1ae9 3dd0 4ce4
A 1aea 3dc8 4ce0
A 1aeb 3dd4 4ce0
A 1aec 3dd4 4ce0
A 1aed 3dcc 4ce0
A 1aee 3dd0 4ce0
A 1aef 3ddc 4ce0
A 1af0 3dcc 4cd8
A 1af1 3ddc 4cdc
A 1af2 3dc4 4ce4
A 1af3 3de0 4ce4
A 1af4 3dd4 4ce0
A 1af5 3dc8 4ce0
A 1af6 3dd0 4ce0
A 1af7 3dd0 4ce0
A 1af8 3ddc 4ce0
A 1af9 3dcc 4cdc
A 1afa 3dd4 4cd8
A 1afb 3dc0 4cd8
A 1afc 3dd4 4ce0
A 1afd 3dbc 4ce0
A 1afe 3dcc 4ce0
A 1aff 3dc0 4ce0
A 1b00 3dcc 4ce4
A 1b01 3db4 4ce0
T 1b01 1d28 6114
D 1b01 0868 000c
A 1b02 3ddc 4ce0
A 1b03 3dbc 4cdc
A 1b04 3dc0 4cdc
A 1b05 3dbc 4cd8
A 1b06 3dd4 4cd8
A 1b07 3dbc 4ce8
A 1b08 3dc8 4ce8
A 1b09 3dbc 4cdc
A 1b0a 3dcc 4ce0
A 1b0b 3da8 4cdc
A 1b0c 3dcc 4ce4
A 1b0d 3dcc 4ce4
A 1b0e 3dc4 4cdc
A 1b0f 3dc8 4cd8
A 1b10 3db0 4cd8
A 1b11 3dc8 4ce4
A 1b12 3dd0 4ce0
A 1b13 3dd8 4cdc
A 1b14 3dcc 4cdc
A 1b15 3dcc 4ce0
A 1b16 3dbc 4cdc
A 1b17 3dc0 4ce0
A 1b18 3dc0 4ce0
A 1b19 3dc0 4cdc
A 1b1a 3dcc 4cdc
A 1b1b 3dd0 4ce4
A 1b1c 3dd4 4cdc
A 1b1d 3dbc 4ce0
A 1b1e 3dc4 4ce0
A 1b1f 3dc4 4ce0
A 1b20 3dc8 4ce4
A 1b21 3dc4 4ce0
A 1b22 3dc0 4ce4
A 1b23 3dbc 4cdc
A 1b24 3dcc 4cd4
A 1b25 3dc4 4cdc
A 1b26 3dc8 4ce4
A 1b27 3dcc 4ce0
A 1b28 3dbc 4cdc
A 1b29 3dbc 4ce0
A 1b2a 3dd0 4cdc
A 1b2b 3dcc 4ce4
A 1b2c 3db8 4ce4
A 1b2d 3dc4 4ce0
A 1b2e 3dc8 4cd8
A 1b2f 3dd4 4cdc
A 1b30 3dc4 4ce0
A 1b31 3dc8 4cdc
A 1b32 3dd0 4cdc
A 1b33 3dac 4cdc
A 1b34 3dcc 4ce0
A 1b35 3dc8 4ce0
A 1b36 3dd8 4ce0
A 1b37 3dd4 4ce0
A 1b38 3dc4 4cdc
A 1b39 3dd4 4ce0
A 1b3a 3dd0 4cdc
A 1b3b 3dc8 4ce0
A 1b3c 3de4 4ce0
A 1b3d 3dd8 4cdc
A 1b3e 3dbc 4ce4
A 1b3f 3dc8 4ce4
A 1b40 3dc8 4ce0
A 1b41 3dc4 4ce0
A 1b42 3dd8 4cdc
A 1b43 3dc8 4cd4
A 1b44 3dc4 4cdc
A 1b45 3dcc 4ce0
A 1b46 3dd0 4ce0
A 1b47 3dc8 4cdc
A 1b48 3dbc 4ce4
A 1b49 3dc0 4cdc
A 1b4a 3dd8 4ce4
A 1b4b 3dd0 4ce4
A 1b4c 3dc4 4cdc
A 1b4d 3dbc 4cd8
A 1b4e 3dcc 4ce0
A 1b4f 3dc4 4ce0
A 1b50 3dc0 4ce0
A 1b51 3dc4 4cdc
A 1b52 3dbc 4cd8
A 1b53 3de0 4ce4
A 1b54 3dd0 4ce0
A 1b55 3dcc 4ce0
A 1b56 3dc4 4cdc
A 1b57 3dc4 4cdc
A 1b58 3dd0 4cdc
A 1b59 3dd8 4cdc
A 1b5a 3dd8 4ce4
A 1b5b 3dcc 4ce4
A 1b5c 3dc4 4cdc
A 1b5d 3db4 4ce4
A 1b5e 3db8 4ce0
A 1b5f 3dc0 4ce4
A 1b60 3dc0 4ce4
A 1b61 3ddc 4cd8
A 1b62 3dbc 4cd8
A 1b63 3dc8 4cdc
A 1b64 3dc8 4ce0
A 1b65 3de0 4ce0
A 1b66 3dbc 4ce4
A 1b67 3dc4 4ce0
A 1b68 3dd0 4ce0
A 1b69 3dc4 4ce0
A 1b6a 3dc8 4ce0
A 1b6b 3dbc 4cdc
A 1b6c 3dd0 4cd8
A 1b6d 3dd8 4cdc
A 1b6e 3dc8 4ce4
A 1b6f 3dc4 4ce0
A 1b70 3dc0 4ce0
A 1b71 3db0 4cdc
A 1b72 3dc4 4ce0
A 1b73 3dc4 4ce0
A 1b74 3dcc 4ce4
A 1b75 3dc0 4cdc
A 1b76 3dc4 4ce0
A 1b77 3dc4 4cdc
A 1b78 3dcc 4cdc
A 1b79 3dc8 4ce0
A 1b7a 3dbc 4cdc
A 1b7b 3dc0 4cdc
A 1b7c 3dc4 4ce0
A 1b7d 3dcc 4ce0
A 1b7e 3dd0 4ce0
A 1b7f 3dd0 4ce4
A 1b80 3ddc 4cdc
A 1b81 3dd0 4cd8
T 1b81 1d28 6110
D 1b81 0864 000c
A 1b82 3dd0 4cdc
A 1b83 3dc8 4ce4
A 1b84 3dc8 4ce4
A 1b85 3dd8 4ce0
A 1b86 3dcc 4ce0
A 1b87 3dc0 4ce0
A 1b88 3ddc 4ce0
A 1b89 3dd4 4ce4
A 1b8a 3dc4 4cdc
A 1b8b 3dd8 4cd8
A 1b8c 3dcc 4cdc
A 1b8d 3dcc 4ce4
A 1b8e 3dd4 4ce0
A 1b8f 3dd4 4ce0
A 1b90 3dc0 4cdc
A 1b91 3dc0 4cdc
A 1b92 3db8 4cdc
A 1b93 3dd4 4ce4
A 1b94 3dd4 4ce0
A 1b95 3dc0 4cdc
A 1b96 3dc8 4cd8
A 1b97 3dd0 4ce4
A 1b98 3dcc 4ce0
A 1b99 3ddc 4ce0
A 1b9a 3dc0 4cdc
A 1b9b 3dcc 4ce4
A 1b9c 3dd4 4ce0
A 1b9d 3db8 4ce0
A 1b9e 3dd0 4ce0
A 1b9f 3dc4 4cdc
A 1ba0 3dd8 4cd4
A 1ba1 3dc0 4cd8
A 1ba2 3dc8 4ce8
A 1ba3 3ddc 4ce4
A 1ba4 3ddc 4cdc
A 1ba5 3db4 4ce0
A 1ba6 3dc4 4cdc
A 1ba7 3de0 4ce0
A 1ba8 3dd8 4ce4
A 1ba9 3dc4 4ce0
A 1baa 3dd4 4cdc
A 1bab 3dcc 4cdc
A 1bac 3dc4 4ce8
A 1bad 3db4 4ce0
A 1bae 3dc8 4cdc
A 1baf 3db8 4cdc
A 1bb0 3dc8 4ce0
A 1bb1 3dc8 4ce0
A 1bb2 3dc4 4ce4
A 1bb3 3dc4 4cdc
A 1bb4 3dd4 4cd8
A 1bb5 3dd0 4cdc
A 1bb6 3dc4 4ce4
A 1bb7 3dd4 4ce4
A 1bb8 3de4 4cdc
A 1bb9 3dbc 4cdc
A 1bba 3da4 4ce4
A 1bbb 3dc0 4cdc
A 1bbc 3db8 4cdc
A 1bbd 3dd4 4ce0
A 1bbe 3dc4 4cdc
A 1bbf 3dac 4cd4
A 1bc0 3dcc 4cdc
A 1bc1 3dc0 4cdc
A 1bc2 3de4 4ce0
A 1bc3 3dc8 4ce0
A 1bc4 3dc4 4ce4
A 1bc5 3dc4 4cdc
A 1bc6 3dd0 4ce0
A 1bc7 3dd4 4ce4
A 1bc8 3db4 4ce0
A 1bc9 3dd8 4cd8
A 1bca 3db8 4cd4
A 1bcb 3dd0 4ce0
A 1bcc 3dc0 4ce0
A 1bcd 3dbc 4cdc
A 1bce 3dc8 4cdc
A 1bcf 3dc8 4ce4
A 1bd0 3dc0 4ce0
A 1bd1 3dc8 4ce4
A 1bd2 3dbc 4cdc
A 1bd3 3dd0 4cd8
A 1bd4 3dd0 4cdc
A 1bd5 3dd0 4ce4
A 1bd6 3dcc 4ce4
A 1bd7 3dc8 4ce0
A 1bd8 3dbc 4cdc
A 1bd9 3db4 4ce0
A 1bda 3dc4 4ce0
A 1bdb 3dcc 4ce0
A 1bdc 3dc4 4ce0
A 1bdd 3dd0 4cdc
A 1bde 3db8 4cd8
A 1bdf 3dd0 4cdc
A 1be0 3dcc 4ce0
A 1be1 3de8 4ce8
A 1be2 3dac 4ce0
A 1be3 3dcc 4cdc
A 1be4 3dd0 4ce0
A 1be5 3dd0 4ce0
A 1be6 3dc8 4ce4
A 1be7 3dd4 4cd8
A 1be8 3db4 4cd8
A 1be9 3db8 4cd8
A 1bea 3dcc 4ce4
A 1beb 3dc8 4cdc
A 1bec 3dc4 4cdc
A 1bed 3dd8 4cdc
A 1bee 3ddc 4cdc
A 1bef 3dc8 4ce4
A 1bf0 3dd4 4ce8
A 1bf1 3dc0 4ce0
A 1bf2 3ddc 4cd8
A 1bf3 3ddc 4cdc
A 1bf4 3dd0 4ce0
A 1bf5 3dcc 4ce0
A 1bf6 3dc8 4cdc
A 1bf7 3dd0 4ce0
A 1bf8 3dbc 4ce0
A 1bf9 3dcc 4ce0
A 1bfa 3dd8 4ce0
A 1bfb 3dc4 4ce4
A 1bfc 3dd0 4cdc
A 1bfd 3dd8 4cd8
A 1bfe 3db8 4cdc
A 1bff 3dc8 4cdc
A 1c00 3dc8 4ce0
A 1c01 3dbc 4ce0
T 1c01 1d24 6114
D 1c01 0868 000c
A 1c02 3de4 4cdc
A 1c03 3dd0 4cdc
A 1c04 3dd4 4ce0
A 1c05 3db8 4ce0
A 1c06 3dc8 4cdc
A 1c07 3dbc 4cd4
A 1c08 3dc8 4cd8
A 1c09 3dd4 4ce4
A 1c0a 3dc4 4ce0
A 1c0b 3dd4 4cdc
A 1c0c 3dc4 4cdc
A 1c0d 3de0 4cd8
A 1c0e 3dc8 4ce4
A 1c0f 3dd4 4ce4
A 1c10 3dcc 4ce0
A 1c11 3dc8 4cd8
A 1c12 3dd0 4cdc
A 1c13 3dc4 4ce0
A 1c14 3dc4 4ce0
A 1c15 3dd4 4ce0
A 1c16 3db0 4ce0
A 1c17 3dc0 4ce4
A 1c18 3dc4 4ce4
A 1c19 3db8 4ce0
A 1c1a 3dbc 4ce0
A 1c1b 3dc0 4cdc
A 1c1c 3dc8 4cd8
A 1c1d 3db8 4cd8
A 1c1e 3db8 4ce0
A 1c1f 3dd4 4ce0
A 1c20 3dd0 4ce0
A 1c21 3dc4 4ce0
A 1c22 3dcc 4ce0
A 1c23 3dd0 4cdc
A 1c24 3de0 4ce4
A 1c25 3dc0 4cd8
A 1c26 3dbc 4cd4
A 1c27 3dbc 4cdc
A 1c28 3dc8 4ce4
A 1c29 3dc4 4ce4
A 1c2a 3dd0 4cdc
A 1c2b 3dd4 4cdc
A 1c2c 3dd8 4ce0
A 1c2d 3dcc 4cdc
A 1c2e 3dd8 4ce0
A 1c2f 3dc4 4cd8
A 1c30 3de8 4cd8
A 1c31 3dd8 4cdc
A 1c32 3dcc 4ce0
A 1c33 3dcc 4ce4
A 1c34 3dd0 4cdc
A 1c35 3db0 4ce0
A 1c36 3dcc 4ce4
A 1c37 3dc0 4ce0
A 1c38 3dd0 4ce4
A 1c39 3dcc 4ce0
A 1c3a 3dc8 4cdc
A 1c3b 3dc4 4cd8
A 1c3c 3dc8 4cdc
A 1c3d 3dc4 4ce8
A 1c3e 3dbc 4ce4
A 1c3f 3dc4 4ce0
A 1c40 3dd0 4ce0
A 1c41 3dbc 4cdc
A 1c42 3dcc 4ce0
A 1c43 3de0 4ce4
A 1c44 3dcc 4cd4
A 1c45 3dc8 4cdc
A 1c46 3de8 4cdc
A 1c47 3dd8 4ce0
A 1c48 3dc8 4ce0
A 1c49 3dd4 4ce0
A 1c4a 3dbc 4cdc
A 1c4b 3dc4 4cdc
A 1c4c 3dbc 4ce4
A 1c4d 3dd8 4ce4
A 1c4e 3ddc 4cdc
A 1c4f 3dd0 4cd8
A 1c50 3dcc 4cdc
A 1c51 3dcc 4ce0
A 1c52 3dc0 4ce4
A 1c53 3dcc 4cdc
A 1c54 3dc4 4cdc
A 1c55 3dc8 4ce0
A 1c56 3dd4 4ce0
A 1c57 3dc8 4ce4
A 1c58 3dec 4ce0
A 1c59 3dc0 4ce0
A 1c5a 3dc8 4cd4
A 1c5b 3dd8 4cdc
A 1c5c 3de0 4ce0
A 1c5d 3dc4 4ce4
A 1c5e 3dd4 4ce0
A 1c5f 3dcc 4ce0
A 1c60 3dd0 4cdc
A 1c61 3dbc 4cd8
A 1c62 3dd0 4ce0
A 1c63 3dc0 4cdc
A 1c64 3dcc 4cd8
A 1c65 3de8 4cdc
A 1c66 3dc8 4ce0
A 1c67 3dd4 4ce4
A 1c68 3dd4 4ce0
A 1c69 3de0 4cdc
A 1c6a 3dc4 4ce4
A 1c6b 3dc8 4ce0
A 1c6c 3dd0 4ce4
A 1c6d 3de0 4ce0
A 1c6e 3dc8 4cd8
A 1c6f 3de8 4cd8
A 1c70 3dc4 4ce0
A 1c71 3dcc 4ce0
